SALE_ID,PRODUCT_ID,CUSTOMER_ID,SALE_DATE,ONLINE_ORDER,ORDER_STATUS,BRAND,PRODUCT_LINE,PRODUCT_CLASS,PRODUCT_SIZE,LIST_PRICE,STANDARD_COST,PRODUCT_FIRST_SOLD_DATE,discount,industry_id
9816,13,38,13/08/2017,FALSE,Approved,Solex,Standard,medium,medium,1163.89,$589.27 ,42560,24.53333333,25
5119,40,39,7/2/2017,TRUE,Approved,OHM Cycles,Standard,high,medium,1458.17,$874.90 ,38750,24.66666667,25
3561,30,39,23/09/2017,FALSE,Approved,Solex,Standard,high,medium,748.17,$448.90 ,33552,24.8,25
16084,70,39,16/08/2017,TRUE,Approved,Trek Bicycles,Standard,high,medium,495.72,$297.43 ,42105,24.93333333,25
12174,34,39,29/05/2017,FALSE,Approved,Norco Bicycles,Road,high,large,774.53,$464.72 ,37698,25.06666667,25
17701,21,39,6/10/2017,TRUE,Approved,Solex,Standard,medium,large,1071.23,$380.74 ,35160,25.2,25
2557,69,39,26/11/2017,FALSE,Approved,Giant Bicycles,Road,medium,medium,792.9,$594.68 ,33879,25.33333333,25
4659,97,39,19/01/2017,FALSE,Approved,Solex,Standard,medium,large,202.62,$151.96 ,42458,25.46666667,25
2850,37,39,28/08/2017,FALSE,Approved,OHM Cycles,Standard,low,medium,1793.43,$248.82 ,36361,25.6,26
12103,49,39,9/2/2017,FALSE,Approved,Trek Bicycles,Road,medium,medium,533.51,$400.13 ,41064,25.73333333,26
6593,27,39,16/09/2017,TRUE,Approved,Trek Bicycles,Standard,medium,medium,499.53,$388.72 ,36334,25.86666667,26
18076,38,39,24/11/2017,FALSE,Approved,Solex,Standard,medium,medium,1577.53,$826.51 ,40618,26,26
10562,46,39,4/8/2017,FALSE,Approved,Solex,Standard,low,medium,1289.85,$74.51 ,39427,26.13333333,26
327,1,40,9/5/2017,TRUE,Approved,Giant Bicycles,Standard,medium,medium,1403.5,$954.82 ,42688,26.26666667,26
10973,22,40,24/01/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,60.34,$45.26 ,34165,26.4,26
4213,21,40,26/07/2017,TRUE,Approved,Solex,Standard,medium,large,1071.23,$380.74 ,35160,26.53333333,27
10129,35,40,21/04/2017,FALSE,Approved,Trek Bicycles,Standard,low,medium,1057.51,$154.40 ,34527,26.66666667,27
15165,54,40,7/11/2017,,Approved,WeareA2B,Standard,medium,medium,1292.84,$13.44 ,39915,26.8,27
836,46,40,16/12/2017,FALSE,Approved,Solex,Standard,low,medium,1289.85,$74.51 ,39427,26.93333333,27
16604,97,41,29/11/2017,TRUE,Approved,Solex,Standard,medium,large,202.62,$151.96 ,42458,27.06666667,27
14571,57,41,9/7/2017,TRUE,Approved,WeareA2B,Touring,medium,large,1890.39,$260.14 ,33259,27.2,27
5910,25,41,22/02/2017,FALSE,Approved,Giant Bicycles,Road,medium,medium,1538.99,$829.65 ,42404,27.33333333,27
16571,65,41,1/12/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1807.45,$778.69 ,42145,27.46666667,27
18512,91,41,14/11/2017,TRUE,Approved,Solex,Standard,medium,medium,100.35,$75.26 ,36367,27.6,28
3342,67,41,3/8/2017,FALSE,Cancelled,Norco Bicycles,Road,medium,medium,544.05,$376.84 ,38647,27.73333333,28
1677,82,41,15/04/2017,TRUE,Approved,Norco Bicycles,Standard,high,medium,1148.64,$689.18 ,42226,27.86666667,28
15262,1,41,24/01/2017,FALSE,Approved,Giant Bicycles,Standard,medium,medium,1403.5,$954.82 ,42688,28,28
9750,62,41,18/04/2017,FALSE,Approved,Solex,Standard,medium,medium,478.16,$298.72 ,34143,28.13333333,28
13493,5,42,10/9/2017,FALSE,Approved,Trek Bicycles,Mountain,low,medium,574.64,$459.71 ,40784,28.26666667,28
4762,81,42,1/2/2017,TRUE,Approved,Norco Bicycles,Standard,medium,small,586.45,$521.94 ,33429,28.4,28
9522,98,42,17/08/2017,TRUE,Approved,Trek Bicycles,Standard,high,medium,358.39,$215.03 ,38002,28.53333333,29
10016,41,42,3/6/2017,FALSE,Approved,Solex,Road,medium,medium,416.98,$312.74 ,35560,28.66666667,29
16718,19,43,18/01/2017,FALSE,Approved,OHM Cycles,Road,high,large,12.01,$7.21 ,39880,28.8,29
17478,72,43,10/10/2017,FALSE,Approved,Norco Bicycles,Standard,medium,medium,360.4,$270.30 ,42710,28.93333333,29
963,52,43,30/10/2017,TRUE,Approved,OHM Cycles,Road,medium,medium,1280.28,$829.51 ,37220,29.06666667,29
1672,72,43,9/7/2017,TRUE,Approved,Norco Bicycles,Standard,medium,medium,360.4,$270.30 ,42710,29.2,29
10486,41,43,14/08/2017,FALSE,Approved,Solex,Road,medium,medium,416.98,$312.74 ,35560,29.33333333,29
17162,56,43,7/2/2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,183.86,$137.90 ,35707,29.46666667,29
7889,11,43,13/07/2017,FALSE,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96 ,39298,29.6,30
12318,57,43,2/8/2017,FALSE,Approved,WeareA2B,Touring,medium,large,1890.39,$260.14 ,33259,29.73333333,30
896,53,43,4/1/2017,FALSE,Approved,OHM Cycles,Standard,medium,medium,795.34,$101.58 ,35470,29.86666667,30
3788,36,44,24/11/2017,TRUE,Approved,Solex,Standard,low,medium,945.04,$507.58 ,40618,30,30
2120,98,44,24/05/2017,FALSE,Approved,Trek Bicycles,Standard,high,medium,358.39,$215.03 ,38002,30.13333333,30
11825,3,44,17/04/2017,FALSE,Approved,Trek Bicycles,Standard,medium,large,2091.47,$388.92 ,41701,30.26666667,30
13255,81,44,25/11/2017,FALSE,Approved,Norco Bicycles,Standard,medium,small,586.45,$521.94 ,41533,30.4,30
6265,45,44,29/09/2017,FALSE,Approved,Solex,Standard,medium,medium,441.49,$84.99 ,39427,30.53333333,31
11249,4,44,4/9/2017,FALSE,Approved,Giant Bicycles,Standard,high,medium,1129.13,$677.48 ,38573,30.66666667,31
6259,73,44,28/04/2017,TRUE,Approved,Solex,Standard,medium,medium,1945.43,$333.18 ,38193,30.8,31
9567,2,45,19/08/2017,FALSE,Approved,Solex,Standard,medium,medium,71.49,$53.62 ,41245,30.93333333,31
7322,20,45,9/7/2017,TRUE,Approved,Trek Bicycles,Standard,medium,small,1775.81,"$1,580.47 ",40303,31.06666667,31
19710,93,45,17/11/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1065.03,$230.09 ,36833,31.2,31
19545,94,46,3/10/2017,FALSE,Approved,Giant Bicycles,Standard,medium,large,1635.3,$993.66 ,41434,31.33333333,31
655,8,46,12/5/2017,FALSE,Approved,Solex,Road,medium,small,1703.52,"$1,516.13 ",38693,31.46666667,31
2601,91,46,7/11/2017,TRUE,Approved,Solex,Standard,medium,medium,100.35,$75.26 ,36833,31.6,32
11710,53,46,15/03/2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,795.34,$101.58 ,39915,31.73333333,32
18667,23,46,25/07/2017,FALSE,Approved,Norco Bicycles,Mountain,low,small,688.63,$612.88 ,42696,31.86666667,32
10277,27,47,10/3/2017,FALSE,Approved,Trek Bicycles,Standard,medium,medium,499.53,$388.72 ,36334,32,32
12953,100,47,22/08/2017,FALSE,Approved,Norco Bicycles,Road,medium,medium,1036.59,$206.35 ,33364,32.13333333,32
4109,43,47,15/07/2017,TRUE,Approved,Solex,Standard,medium,medium,1151.96,$649.49 ,36498,32.26666667,32
14063,95,47,15/03/2017,TRUE,Approved,Giant Bicycles,Standard,medium,large,569.56,$528.43 ,37874,32.4,32
3141,10,47,26/07/2017,TRUE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25 ,41701,32.53333333,33
5080,55,47,17/01/2017,FALSE,Approved,Trek Bicycles,Road,medium,large,1894.19,$598.76 ,37823,32.66666667,33
1875,1,47,25/11/2017,FALSE,Approved,Giant Bicycles,Standard,medium,medium,1403.5,$954.82 ,42688,32.8,33
8193,59,48,20/05/2017,FALSE,Approved,Solex,Standard,medium,large,1061.56,$733.58 ,41047,32.93333333,33
10599,37,48,9/10/2017,TRUE,Approved,OHM Cycles,Standard,low,medium,1793.43,$248.82 ,35560,33.06666667,33
15721,53,48,27/04/2017,FALSE,Approved,OHM Cycles,Standard,medium,medium,795.34,$101.58 ,35707,33.2,33
6433,96,48,1/5/2017,TRUE,Approved,WeareA2B,Road,low,small,1172.78,"$1,043.77 ",37539,33.33333333,33
17666,3,48,6/2/2017,FALSE,Approved,Trek Bicycles,Standard,medium,large,2091.47,$388.92 ,38258,33.46666667,33
7028,50,48,7/3/2017,TRUE,Approved,WeareA2B,Standard,medium,small,175.89,$131.92 ,41009,33.6,34
11103,17,48,3/8/2017,TRUE,Approved,Solex,Standard,high,medium,1024.66,$614.80 ,34244,33.73333333,34
17551,25,48,23/04/2017,TRUE,Approved,Giant Bicycles,Road,medium,medium,1538.99,$829.65 ,42404,33.86666667,34
14893,73,49,19/07/2017,,Approved,Solex,Standard,medium,medium,1945.43,$333.18 ,37499,34,34
3622,48,49,8/8/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1762.96,$950.52 ,41848,34.13333333,34
11714,47,49,24/11/2017,FALSE,Approved,Trek Bicycles,Road,low,small,1720.7,"$1,531.42 ",38991,34.26666667,34
9809,72,49,12/3/2017,FALSE,Approved,Norco Bicycles,Standard,medium,medium,360.4,$270.30 ,42710,34.4,34
7212,37,49,31/01/2017,TRUE,Approved,OHM Cycles,Standard,low,medium,1793.43,$248.82 ,36361,34.53333333,35
121,25,50,4/12/2017,FALSE,Approved,Giant Bicycles,Road,medium,medium,1538.99,$829.65 ,33888,34.66666667,35
12419,69,50,3/4/2017,TRUE,Approved,Giant Bicycles,Road,medium,medium,792.9,$594.68 ,34996,34.8,35
3845,29,50,22/07/2017,TRUE,Approved,Norco Bicycles,Road,medium,medium,543.39,$407.54 ,39031,34.93333333,35
4900,66,50,24/07/2017,FALSE,Approved,Giant Bicycles,Road,low,small,590.26,$525.33 ,37499,35.06666667,35
13543,83,50,4/6/2017,TRUE,Approved,Solex,Touring,medium,large,2083.94,$675.03 ,38206,35.2,35
17709,50,50,17/01/2017,FALSE,Approved,WeareA2B,Standard,medium,small,175.89,$131.92 ,41009,35.33333333,35
1014,68,50,27/04/2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,1636.9,$44.71 ,36668,35.46666667,35
18847,57,50,20/09/2017,,Approved,WeareA2B,Touring,medium,large,1890.39,$260.14 ,34170,35.6,36
4239,12,51,1/1/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1231.15,$161.60 ,38216,35.73333333,36
8399,71,51,5/11/2017,FALSE,Approved,Solex,Standard,high,large,1842.92,"$1,105.75 ",34996,35.86666667,36
7602,32,51,25/05/2017,TRUE,Approved,Giant Bicycles,Standard,medium,medium,642.7,$211.37 ,37337,36,36
4816,75,51,17/09/2017,TRUE,Approved,Giant Bicycles,Touring,medium,large,1873.97,$863.95 ,38859,36.13333333,36
11873,4,51,3/11/2017,TRUE,Approved,Giant Bicycles,Standard,high,medium,1129.13,$677.48 ,38573,36.26666667,36
3165,77,51,22/08/2017,FALSE,Approved,Norco Bicycles,Road,medium,large,1240.31,$795.10 ,40553,36.4,36
4445,13,51,8/1/2017,TRUE,Approved,Solex,Standard,medium,medium,1163.89,$589.27 ,42560,36.53333333,37
5002,29,51,12/2/2017,FALSE,Approved,Norco Bicycles,Road,medium,medium,543.39,$407.54 ,42696,36.66666667,37
19862,24,52,11/1/2017,FALSE,Approved,Solex,Road,medium,large,1777.8,$820.78 ,34115,36.8,37
2447,65,52,3/12/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1807.45,$778.69 ,40487,36.93333333,37
8946,74,52,5/9/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1228.07,$400.91 ,42226,37.06666667,37
14584,37,52,12/11/2017,FALSE,Approved,OHM Cycles,Standard,low,medium,1793.43,$248.82 ,40336,37.2,37
14349,64,52,26/12/2017,FALSE,Approved,Trek Bicycles,Standard,medium,large,1469.44,$596.55 ,34996,37.33333333,37
3409,0,52,11/3/2017,TRUE,Approved,,,,,326.86,,,37.46666667,37
2872,8,52,22/04/2017,FALSE,Approved,Solex,Road,medium,small,1703.52,"$1,516.13 ",40649,37.6,38
17509,51,53,20/02/2017,TRUE,Approved,OHM Cycles,Standard,high,medium,2005.66,"$1,203.40 ",41009,37.73333333,38
19787,4,53,1/3/2017,FALSE,Approved,Giant Bicycles,Standard,high,medium,1129.13,$677.48 ,38573,37.86666667,38
6810,72,53,23/12/2017,FALSE,Approved,Norco Bicycles,Standard,medium,medium,360.4,$270.30 ,42710,38,38
10063,58,53,11/8/2017,FALSE,Approved,OHM Cycles,Standard,medium,medium,912.52,$141.40 ,42295,38.13333333,38
8283,93,53,7/1/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1065.03,$230.09 ,36833,38.26666667,38
1329,73,54,7/10/2017,TRUE,Approved,Solex,Standard,medium,medium,1945.43,$333.18 ,38193,38.4,38
12121,47,54,12/10/2017,TRUE,Approved,Trek Bicycles,Road,low,small,1720.7,"$1,531.42 ",37668,38.53333333,39
12769,15,54,1/5/2017,TRUE,Approved,Norco Bicycles,Standard,low,medium,958.74,$748.90 ,40303,38.66666667,39
16311,28,54,13/03/2017,FALSE,Approved,Norco Bicycles,Standard,medium,small,1216.14,"$1,082.36 ",33552,38.8,39
8528,68,54,24/08/2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,1636.9,$44.71 ,42710,38.93333333,39
11374,98,54,25/02/2017,TRUE,Approved,Trek Bicycles,Standard,high,medium,358.39,$215.03 ,34556,39.06666667,39
19706,60,54,24/10/2017,FALSE,Approved,Giant Bicycles,Standard,high,small,1977.36,"$1,759.85 ",42172,39.2,39
16287,72,55,10/1/2017,TRUE,Approved,Norco Bicycles,Standard,medium,medium,360.4,$270.30 ,37499,39.33333333,39
6624,50,55,14/08/2017,TRUE,Approved,WeareA2B,Standard,medium,small,175.89,$131.92 ,37220,39.46666667,39
5249,35,55,4/2/2017,TRUE,Approved,Trek Bicycles,Standard,low,medium,1057.51,$154.40 ,38750,39.6,40
6092,27,55,7/6/2017,FALSE,Approved,Trek Bicycles,Standard,medium,medium,499.53,$388.72 ,39031,39.73333333,40
11540,33,55,30/03/2017,FALSE,Approved,Giant Bicycles,Standard,medium,small,1311.44,"$1,167.18 ",37698,39.86666667,40
16659,45,55,8/1/2017,TRUE,Approved,Solex,Standard,medium,medium,441.49,$84.99 ,39427,40,40
4521,93,55,22/09/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1065.03,$230.09 ,36833,40.13333333,40
8199,71,55,14/11/2017,FALSE,Approved,Solex,Standard,high,large,1842.92,"$1,105.75 ",38193,40.26666667,40
14789,80,56,28/12/2017,TRUE,Approved,OHM Cycles,Touring,low,medium,1073.07,$933.84 ,36145,40.4,40
823,51,56,7/5/2017,FALSE,Approved,OHM Cycles,Standard,high,medium,2005.66,"$1,203.40 ",37220,40.53333333,41
2700,80,56,8/3/2017,TRUE,Approved,OHM Cycles,Touring,low,medium,1073.07,$933.84 ,38206,40.66666667,41
13230,61,56,23/02/2017,FALSE,Approved,OHM Cycles,Standard,low,medium,71.16,$56.93 ,36146,40.8,41
9207,86,56,14/03/2017,FALSE,Approved,OHM Cycles,Standard,medium,medium,235.63,$125.07 ,38482,40.93333333,41
12128,19,56,11/9/2017,TRUE,Approved,OHM Cycles,Road,high,large,12.01,$7.21 ,40670,41.06666667,41
7134,66,56,18/02/2017,FALSE,Approved,Giant Bicycles,Road,low,small,590.26,$525.33 ,33879,41.2,41
11296,21,57,20/01/2017,FALSE,Approved,Solex,Standard,medium,large,1071.23,$380.74 ,42404,41.33333333,41
18780,11,57,29/10/2017,FALSE,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96 ,38693,41.46666667,41
5924,66,57,25/11/2017,TRUE,Approved,Giant Bicycles,Road,low,small,590.26,$525.33 ,37499,41.6,42
2539,73,57,22/11/2017,FALSE,Approved,Solex,Standard,medium,medium,1945.43,$333.18 ,33429,41.73333333,42
7797,26,57,10/11/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1992.93,$762.63 ,33888,41.86666667,42
765,75,57,13/05/2017,FALSE,Approved,Giant Bicycles,Touring,medium,large,1873.97,$863.95 ,38193,42,42
19055,12,58,21/11/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1231.15,$161.60 ,41345,42.13333333,42
16885,69,58,7/5/2017,FALSE,Approved,Giant Bicycles,Road,medium,medium,792.9,$594.68 ,42105,42.26666667,42
9481,51,58,31/07/2017,TRUE,Approved,OHM Cycles,Standard,high,medium,2005.66,"$1,203.40 ",37823,42.4,42
1656,49,58,23/06/2017,TRUE,Approved,Trek Bicycles,Road,medium,medium,533.51,$400.13 ,41064,42.53333333,43
2587,30,58,13/11/2017,FALSE,Approved,Solex,Standard,high,medium,748.17,$448.90 ,36361,42.66666667,43
8106,90,58,10/12/2017,FALSE,Approved,Norco Bicycles,Standard,low,medium,363.01,$290.41 ,36833,42.8,43
314,6,58,20/08/2017,TRUE,Approved,OHM Cycles,Standard,high,medium,227.88,$136.73 ,39298,42.93333333,43
5573,93,58,29/06/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1065.03,$230.09 ,33364,43.06666667,43
17695,17,59,8/12/2017,FALSE,Approved,WeareA2B,Touring,medium,large,1362.99,$57.74 ,34079,43.2,43
3052,17,59,10/4/2017,TRUE,Approved,WeareA2B,Touring,medium,large,1362.99,$57.74 ,34079,43.33333333,43
19676,0,59,27/10/2017,FALSE,Approved,Solex,Standard,medium,medium,71.49,$53.62 ,41245,43.46666667,43
3209,90,60,27/05/2017,FALSE,Approved,Norco Bicycles,Standard,low,medium,363.01,$290.41 ,38482,43.6,44
16943,13,60,13/06/2017,FALSE,Approved,Solex,Standard,medium,medium,1163.89,$589.27 ,42560,43.73333333,44
6747,59,61,5/9/2017,TRUE,Approved,WeareA2B,Standard,medium,small,1415.01,"$1,259.36 ",37626,43.86666667,44
17425,0,61,1/11/2017,FALSE,Approved,OHM Cycles,Standard,high,medium,227.88,$136.73 ,37659,44,44
3762,21,61,13/11/2017,FALSE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25 ,41701,44.13333333,44
12847,93,61,19/09/2017,FALSE,Approved,OHM Cycles,Standard,high,medium,1458.17,$874.90 ,38750,44.26666667,44
19872,0,61,17/03/2017,TRUE,Approved,,,,,867.92,,,44.4,44
4389,92,61,5/6/2017,FALSE,Approved,WeareA2B,Touring,medium,large,1890.39,$260.14 ,33259,44.53333333,45
18201,67,61,29/08/2017,FALSE,Approved,Solex,Standard,medium,large,1071.23,$380.74 ,35160,44.66666667,45
11258,31,62,30/11/2017,FALSE,Approved,Giant Bicycles,Standard,medium,medium,230.91,$173.18 ,40336,44.8,45
6633,61,62,9/1/2017,TRUE,Approved,OHM Cycles,Standard,low,medium,71.16,$56.93 ,33879,44.93333333,45
363,73,62,14/08/2017,TRUE,Approved,Solex,Standard,medium,medium,1945.43,$333.18 ,37499,45.06666667,45
1741,57,62,1/5/2017,FALSE,Approved,WeareA2B,Touring,medium,large,1890.39,$260.14 ,40779,45.2,45
14677,61,62,30/08/2017,FALSE,Approved,OHM Cycles,Standard,low,medium,71.16,$56.93 ,34143,45.33333333,45
10789,68,62,25/12/2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,1636.9,$44.71 ,38859,45.46666667,45
10655,38,63,23/10/2017,FALSE,Approved,Solex,Standard,medium,medium,1577.53,$826.51 ,39427,45.6,46
2811,89,63,21/09/2017,FALSE,Approved,WeareA2B,Touring,medium,large,1362.99,$57.74 ,38482,45.73333333,46
18832,28,63,20/03/2017,TRUE,Approved,Norco Bicycles,Standard,medium,small,1216.14,"$1,082.36 ",42696,45.86666667,46
10162,2,64,5/2/2017,TRUE,Approved,Giant Bicycles,Road,low,small,590.26,$525.33 ,40487,46,46
1563,0,64,20/04/2017,TRUE,Approved,OHM Cycles,Standard,high,medium,227.88,$136.73 ,37659,46.13333333,46
13497,28,64,9/1/2017,FALSE,Approved,Solex,Road,medium,small,1703.52,"$1,516.13 ",40649,46.26666667,46
11587,100,64,21/01/2017,TRUE,Approved,Trek Bicycles,Standard,medium,small,1386.84,"$1,234.29 ",37838,46.4,46
18293,0,64,27/12/2017,TRUE,Approved,Solex,Standard,medium,large,202.62,$151.96 ,42458,46.53333333,47
4528,3,65,18/03/2017,FALSE,Approved,Trek Bicycles,Standard,medium,large,2091.47,$388.92 ,37823,46.66666667,47
2051,38,65,8/4/2017,FALSE,Approved,Solex,Standard,medium,medium,1577.53,$826.51 ,35707,46.8,47
9258,81,65,16/08/2017,FALSE,Approved,Norco Bicycles,Standard,medium,small,586.45,$521.94 ,38002,46.93333333,47
14906,100,65,22/06/2017,FALSE,Approved,Norco Bicycles,Road,medium,medium,1036.59,$206.35 ,38193,47.06666667,47
6378,94,65,20/02/2017,,Approved,Giant Bicycles,Standard,medium,large,1635.3,$993.66 ,41848,47.2,47
6226,4,65,6/8/2017,FALSE,Approved,Giant Bicycles,Standard,high,medium,1129.13,$677.48 ,34527,47.33333333,47
7374,90,66,28/02/2017,TRUE,Approved,Solex,Standard,low,medium,945.04,$507.58 ,35052,47.46666667,47
12798,35,66,19/02/2017,TRUE,Approved,Giant Bicycles,Standard,medium,medium,1403.5,$954.82 ,42688,47.6,48
11926,36,66,26/06/2017,FALSE,Cancelled,Solex,Standard,low,medium,1289.85,$74.51 ,39427,47.73333333,48
7706,46,66,17/11/2017,TRUE,Approved,OHM Cycles,Standard,low,medium,1793.43,$248.82 ,36361,47.86666667,48
6202,27,66,17/02/2017,FALSE,Approved,Trek Bicycles,Standard,low,medium,1057.51,$154.40 ,34527,48,48
6123,47,67,3/5/2017,TRUE,Approved,Trek Bicycles,Road,low,small,1720.7,"$1,531.42 ",38991,48.13333333,48
14037,38,67,13/05/2017,TRUE,Approved,Solex,Standard,medium,medium,1577.53,$826.51 ,40618,48.26666667,48
16268,8,67,5/9/2017,TRUE,Approved,Solex,Road,medium,small,1703.52,"$1,516.13 ",40649,48.4,48
2488,31,67,18/03/2017,FALSE,Approved,Giant Bicycles,Standard,medium,medium,230.91,$173.18 ,39031,48.53333333,49
16637,2,67,4/8/2017,TRUE,Approved,Solex,Standard,medium,medium,71.49,$53.62 ,41245,48.66666667,49
4503,36,68,16/01/2017,TRUE,Approved,Solex,Standard,low,medium,945.04,$507.58 ,40784,48.8,49
1769,3,68,7/10/2017,TRUE,Approved,Trek Bicycles,Standard,medium,large,2091.47,$388.92 ,40670,48.93333333,49
6599,3,68,11/2/2017,TRUE,Approved,Trek Bicycles,Standard,medium,large,2091.47,$388.92 ,40779,49.06666667,49
13832,14,69,28/03/2017,TRUE,Approved,Trek Bicycles,Standard,medium,small,1386.84,"$1,234.29 ",37838,49.2,49
13881,57,69,2/2/2017,TRUE,Approved,WeareA2B,Touring,medium,large,1890.39,$260.14 ,33259,49.33333333,49
10663,6,69,10/12/2017,TRUE,Approved,OHM Cycles,Standard,high,medium,227.88,$136.73 ,37659,49.46666667,49
11893,55,69,22/04/2017,FALSE,Approved,Trek Bicycles,Road,medium,large,1894.19,$598.76 ,37823,49.6,50
18209,12,69,26/03/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1231.15,$161.60 ,38216,49.73333333,50
935,78,69,5/6/2017,FALSE,Approved,Giant Bicycles,Standard,medium,large,1765.3,$709.48 ,38193,49.86666667,50
11207,93,70,26/12/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1065.03,$230.09 ,36833,50,50
10118,99,70,2/2/2017,FALSE,Approved,OHM Cycles,Standard,medium,medium,1227.34,$770.89 ,34556,50.13333333,50
11991,29,70,19/07/2017,FALSE,Approved,Norco Bicycles,Road,medium,medium,543.39,$407.54 ,42696,50.26666667,50
8065,55,70,13/07/2017,TRUE,Approved,Trek Bicycles,Road,medium,large,1894.19,$598.76 ,37823,50.4,50
12449,61,70,10/12/2017,TRUE,Approved,OHM Cycles,Standard,low,medium,71.16,$56.93 ,42172,50.53333333,51
862,92,71,21/08/2017,FALSE,Approved,WeareA2B,Standard,medium,small,1415.01,"$1,259.36 ",37539,50.66666667,51
6556,53,72,8/12/2017,FALSE,Approved,OHM Cycles,Standard,medium,medium,795.34,$101.58 ,39915,50.8,51
11951,36,72,10/11/2017,TRUE,Approved,Solex,Standard,low,medium,945.04,$507.58 ,40618,50.93333333,51
12344,0,72,11/7/2017,FALSE,Approved,,,,,311.57,,,51.06666667,51
1202,70,72,10/8/2017,FALSE,Approved,Trek Bicycles,Standard,high,medium,495.72,$297.43 ,36668,51.2,51
14096,39,72,10/5/2017,TRUE,Approved,Giant Bicycles,Standard,medium,large,1812.75,$582.48 ,40336,51.33333333,51
15258,62,73,29/05/2017,FALSE,Approved,Solex,Standard,medium,medium,478.16,$298.72 ,42105,51.46666667,51
12358,25,73,31/01/2017,FALSE,Approved,Giant Bicycles,Road,medium,medium,1538.99,$829.65 ,33888,51.6,52
2316,1,73,9/1/2017,TRUE,Approved,Giant Bicycles,Standard,medium,medium,1403.5,$954.82 ,33549,51.73333333,52
470,18,73,30/04/2017,FALSE,Approved,Solex,Standard,medium,medium,575.27,$431.45 ,34165,51.86666667,52
3029,2,73,15/07/2017,FALSE,Approved,Solex,Standard,medium,medium,71.49,$53.62 ,38573,52,52
5928,88,73,5/4/2017,TRUE,Approved,Norco Bicycles,Standard,medium,medium,1198.46,$381.10 ,36145,52.13333333,52
12726,7,74,2/12/2017,FALSE,Approved,Trek Bicycles,Road,low,medium,980.37,$234.43 ,41701,52.26666667,52
16590,92,74,22/04/2017,FALSE,Approved,WeareA2B,Standard,medium,small,1415.01,"$1,259.36 ",34556,52.4,52
2963,66,74,16/10/2017,TRUE,Approved,Giant Bicycles,Road,low,small,590.26,$525.33 ,40410,52.53333333,53
16958,35,75,16/06/2017,FALSE,Approved,Trek Bicycles,Standard,low,medium,1057.51,$154.40 ,34527,52.66666667,53
16770,89,75,14/08/2017,TRUE,Approved,WeareA2B,Touring,medium,large,1362.99,$57.74 ,34079,52.8,53
2484,35,75,22/08/2017,FALSE,Approved,Trek Bicycles,Standard,low,medium,1057.51,$154.40 ,34527,52.93333333,53
18386,23,75,31/10/2017,TRUE,Approved,Norco Bicycles,Mountain,low,small,688.63,$612.88 ,34244,53.06666667,53
14114,99,75,21/09/2017,FALSE,Approved,OHM Cycles,Standard,medium,medium,1227.34,$770.89 ,34556,53.2,53
3660,85,75,21/08/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,752.64,$205.36 ,42218,53.33333333,53
5979,58,75,26/05/2017,FALSE,Approved,OHM Cycles,Standard,medium,medium,912.52,$141.40 ,42295,53.46666667,53
67,2,75,3/7/2017,TRUE,Approved,Solex,Standard,medium,medium,71.49,$53.62 ,41245,53.6,54
8779,58,76,13/11/2017,TRUE,Approved,OHM Cycles,Road,medium,medium,1280.28,$829.51 ,42295,53.73333333,54
18065,1,76,17/12/2017,FALSE,Approved,Giant Bicycles,Touring,medium,large,1873.97,$863.95 ,35455,53.86666667,54
8151,53,76,19/05/2017,TRUE,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96 ,39298,54,54
12392,53,76,21/03/2017,FALSE,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96 ,39880,54.13333333,54
14888,0,76,25/03/2017,FALSE,Approved,Trek Bicycles,Standard,medium,medium,499.53,$388.72 ,37698,54.26666667,54
18265,0,76,8/8/2017,FALSE,Approved,Solex,Standard,medium,medium,71.49,$53.62 ,41245,54.4,54
28,19,76,23/12/2017,FALSE,Approved,Trek Bicycles,Mountain,low,medium,574.64,$459.71 ,42560,54.53333333,55
